TOTAL_MATCHES=1472 FILES_SCANNED=626
rel_path:line [pattern] class::func | code
scripts/m5_mtf_optimization_profiler.py: 195 [time.perf_counter     ] -::- | rec["trend_ms"]=(time.perf_counter()-t_trend)*1000
scripts/m5_mtf_optimization_profiler.py: 198 [time.perf_counter     ] -::- | t_sw = time.perf_counter()
scripts/m5_mtf_optimization_profiler.py: 200 [time.perf_counter     ] -::- | rec["structure_swings_ms"]=(time.perf_counter()-t_sw)*1000
scripts/m5_mtf_optimization_profiler.py: 202 [time.perf_counter     ] -::- | t_eval = time.perf_counter()
scripts/m5_mtf_optimization_profiler.py: 204 [time.perf_counter     ] -::- | rec["structure_evaluate_ms"]=(time.perf_counter()-t_eval)*1000
scripts/m5_mtf_optimization_profiler.py: 207 [time.perf_counter     ] -::- | t_liq = time.perf_counter()
scripts/m5_mtf_optimization_profiler.py: 210 [time.perf_counter     ] -::- | rec["liquidity_ms"]=(time.perf_counter()-t_liq)*1000
scripts/m5_mtf_optimization_profiler.py: 213 [time.perf_counter     ] -::- | t_vol = time.perf_counter()
scripts/m5_mtf_optimization_profiler.py: 215 [time.perf_counter     ] -::- | rec["volatility_ms"]=(time.perf_counter()-t_vol)*1000
scripts/m5_mtf_optimization_profiler.py: 218 [time.perf_counter     ] -::- | t_tag = time.perf_counter()
scripts/m5_mtf_optimization_profiler.py: 224 [time.perf_counter     ] -::- | rec["tagging_ms"]=(time.perf_counter()-t_tag)*1000
scripts/m5_mtf_optimization_profiler.py: 227 [time.perf_counter     ] -::- | rec["total_tf_ms"]=(time.perf_counter()-t_tf_start)*1000
scripts/m5_mtf_optimization_profiler.py: 236 [time.perf_counter     ] -::- | rec["total_tf_ms"]=(time.perf_counter()-t_tf_start)*1000
scripts/m5_mtf_optimization_profiler.py: 242 [time.perf_counter     ] -::- | t_cons = time.perf_counter()
scripts/m5_mtf_optimization_profiler.py: 246 [time.perf_counter     ] -::- | t_real_start = time.perf_counter()
scripts/m5_mtf_optimization_profiler.py: 248 [time.perf_counter     ] -::- | t_real = (time.perf_counter()-t_real_start)*1000
scripts/m5_mtf_optimization_profiler.py: 260 [time.perf_counter     ] -::- | total_wall = (time.perf_counter()-t_asset_start)*1000
scripts/m5_operational_latency_profiler.py:  10 [import time           ] -::- | import time
scripts/m5_operational_latency_profiler.py:  13 [timezone              ] -::- | from datetime import datetime, timezone, timedelta
scripts/m5_operational_latency_profiler.py:  25 [datetime.now          ] -::now_iso | return datetime.now(timezone.utc).isoformat()
scripts/m5_operational_latency_profiler.py:  34 [timedelta             ] -::next_m5_boundary | nxt = now.replace(second=0, microsecond=0) + timedelta(minutes=5)
scripts/m5_operational_latency_profiler.py:  41 [timedelta             ] -::next_m5_boundary | nxt = now.replace(second=0, microsecond=0) + timedelta(minutes=add)
scripts/m5_operational_latency_profiler.py:  90 [time.perf_counter     ] -::- | scan_wall_start = time.perf_counter()
scripts/m5_operational_latency_profiler.py: 104 [time.perf_counter     ] -::- | fetch_start = time.perf_counter()
scripts/m5_operational_latency_profiler.py: 111 [time.perf_counter     ] -::- | fetch_end = time.perf_counter()
scripts/m5_operational_latency_profiler.py: 116 [time.perf_counter     ] -::- | fetch_end = time.perf_counter()
scripts/m5_operational_latency_profiler.py: 122 [time.perf_counter     ] -::- | analysis_start = time.perf_counter()
scripts/m5_operational_latency_profiler.py: 139 [time.perf_counter     ] -::- | pipe_start = time.perf_counter()
scripts/m5_operational_latency_profiler.py: 141 [time.perf_counter     ] -::- | pipe_end = time.perf_counter()
scripts/m5_operational_latency_profiler.py: 179 [time.perf_counter     ] -::- | pipe_end = time.perf_counter()
scripts/m5_operational_latency_profiler.py: 238 [time.perf_counter     ] -::- | scan_wall_end = time.perf_counter()
scripts/m5_operational_latency_profiler.py: 243 [time.perf_counter     ] -::- | ranking_start = time.perf_counter()
scripts/m5_operational_latency_profiler.py: 276 [time.perf_counter     ] -::- | ranking_end = time.perf_counter()
scripts/m5_operational_latency_profiler.py: 279 [time.perf_counter     ] -::- | top3_ready_perf = time.perf_counter()
scripts/m5_operational_latency_profiler.py: 282 [datetime.now          ] -::- | now_utc = datetime.now(timezone.utc)
scripts/m5_operational_latency_profiler.py: 360 [isoformat             ] -::- | "next_candle_timestamp": next_candle.isoformat(),
scripts/m5_operational_latency_profiler.py: 361 [isoformat             ] -::- | "now_utc": now_utc.isoformat(),
scripts/m5_operational_latency_profiler.py: 400 [clock var             ] -::- | lines.append(f"TOP3_READY_SECONDS: {report['top3_ready_seconds']} (wall clock start->top3)")
scripts/m5_operational_runner.py:  18 [timezone              ] -::- | from datetime import datetime, timezone
scripts/m5_operational_runner.py:  26 [clock var             ] -::- | from mercury_ai.operations.m5_operational.clock import M5Clock
scripts/m5_operational_runner.py:  68 [datetime.now          ] -::main | "generated_at": datetime.now(timezone.utc).isoformat(),
scripts/m5_operational_runner.py:  99 [datetime.now          ] -::main | f"- Generated: {datetime.now(timezone.utc).isoformat()}\n"
scripts/m5_operational_runner.py: 113 [clock var             ] -::main | clock = M5Clock(runner=runner, config=cfg)
scripts/m5_operational_runner.py: 114 [clock var             ] -::main | reports = clock.run_cycles_blocking(count=args.cycles)
scripts/m5_operational_runner.py: 129 [datetime.now          ] -::main | "generated_at": datetime.now(timezone.utc).isoformat(),
scripts/m5_parallel_experiment.py:   7 [import time           ] -::- | import time, json, sys, traceback, hashlib
scripts/m5_parallel_experiment.py:   9 [timezone              ] -::- | from datetime import datetime, timezone
scripts/m5_parallel_experiment.py:  33 [time.perf_counter     ] -::run_sequential | t0 = time.perf_counter()
scripts/m5_parallel_experiment.py:  48 [time.perf_counter     ] -::run_sequential | t1 = time.perf_counter()
scripts/m5_parallel_experiment.py:  53 [DeterministicClock    ] -::run_parallel | # Provider is stateless except rate limits; DeterministicClock is thread-local; SnapshotLogger has lock
scripts/m5_parallel_experiment.py:  58 [time.perf_counter     ] -::analyze_one | t0 = time.perf_counter()
scripts/m5_parallel_experiment.py:  62 [time.perf_counter     ] -::analyze_one | dt = time.perf_counter()-t0
scripts/m5_parallel_experiment.py:  73 [time.perf_counter     ] -::analyze_one | dt = time.perf_counter()-t0
scripts/m5_parallel_experiment.py:  77 [time.perf_counter     ] -::run_parallel | t0 = time.perf_counter()
scripts/m5_parallel_experiment.py:  87 [time.perf_counter     ] -::run_parallel | t1 = time.perf_counter()
scripts/m5_parallel_experiment.py: 137 [DeterministicClock    ] -::- | print("DeterministicClock: thread-local (SAFE)")
scripts/m5_parallel_experiment.py: 162 [datetime.now          ] -::- | "generated_at": datetime.now(timezone.utc).isoformat(),
scripts/m5_parallel_experiment.py: 176 [DeterministicClock    ] -::- | "thread_safety_notes": "DeterministicClock thread-local SAFE; SnapshotLogger lock SAFE; PipelineProfiler tracemalloc global RACE; per-thread pipeline mitigates last_snapshot race; yfinance rate limit UNKNOWN",
scripts/m5_sprint3_12_assets.py:   9 [timezone              ] -::- | from datetime import datetime, timezone
scripts/m5_sprint3_12_assets.py:  37 [time.perf_counter     ] -::- | wall_start = time.perf_counter()
scripts/m5_sprint3_12_assets.py:  38 [datetime.now          ] -::- | wall_start_iso = datetime.now(timezone.utc).isoformat()
scripts/m5_sprint3_12_assets.py:  53 [time.perf_counter     ] -::- | t0=time.perf_counter()
scripts/m5_sprint3_12_assets.py:  59 [time.perf_counter     ] -::- | t1=time.perf_counter()
scripts/m5_sprint3_12_assets.py:  84 [time.perf_counter     ] -::- | complete_top3_time = (time.perf_counter()-wall_start)*1000
scripts/m5_sprint3_12_assets.py:  90 [datetime.now          ] -::- | "measured_at": datetime.now(timezone.utc).isoformat(),
scripts/m5_sprint3_64_assets.py:   8 [timezone              ] -::- | from datetime import datetime, timezone
scripts/m5_sprint3_64_assets.py:  28 [time.perf_counter     ] -::- | wall_start=time.perf_counter()
scripts/m5_sprint3_64_assets.py:  29 [datetime.now          ] -::- | wall_start_iso=datetime.now(timezone.utc).isoformat()
scripts/m5_sprint3_64_assets.py:  38 [time.perf_counter     ] -::- | t0=time.perf_counter()
scripts/m5_sprint3_64_assets.py:  55 [time.perf_counter     ] -::- | t1=time.perf_counter()
scripts/m5_sprint3_64_assets.py:  76 [time.perf_counter     ] -::- | complete_ms=(time.perf_counter()-wall_start)*1000
scripts/m5_sprint3_64_assets.py:  85 [datetime.now          ] -::- | "measured_at": datetime.now(timezone.utc).isoformat(),
scripts/m5_sprint4_final_cpu_profile.py:  25 [time.perf_counter     ] -::- | t0=time.perf_counter()
scripts/m5_sprint4_final_cpu_profile.py:  27 [time.perf_counter     ] -::- | t_fetch=time.perf_counter()-t0
scripts/m5_sprint4_gate_runner.py:   4 [timezone              ] -::- | from datetime import datetime, timezone
scripts/m5_sprint4_gate_runner.py:  44 [datetime.now          ] -::- | out={"generated_at":datetime.now(timezone.utc).isoformat(),"gates":gates,"overall": "PASS" if overall else "FAIL"}
scripts/m5_sprint61_gate_runner.py:   2 [clock var             ] -::- | """Sprint 6.1 Gate Runner — LIVE CLOCK INTEGRITY.
scripts/m5_sprint61_gate_runner.py:  15 [timezone              ] -::- | from datetime import datetime, timezone
scripts/m5_sprint61_gate_runner.py:  35 [clock var             ] -::main | p = argparse.ArgumentParser(description="M5 Sprint 6.1 Gate Runner — LIVE CLOCK INTEGRITY")
scripts/m5_sprint61_gate_runner.py:  58 [time.perf_counter     ] -::main | t0 = time.perf_counter()
scripts/m5_sprint61_gate_runner.py:  69 [time.perf_counter     ] -::main | elapsed = time.perf_counter() - t0
scripts/m5_sprint61_gate_runner.py: 170 [clock var             ] -::main | # live clock: PASS somente com qualificaveis
scripts/m5_sprint61_gate_runner.py: 210 [datetime.now          ] -::main | t = datetime.now(timezone.utc).isoformat()
scripts/m5_sprint61_gate_runner.py: 213 [clock var             ] -::main | lines.append("# SENSEI SPRINT 6.1 — LIVE CLOCK INTEGRITY / REAL-TIME CERTIFICATION")
scripts/m5_sprint61_gate_runner.py: 222 [clock var             ] -::main | lines.append("M5Clock.run_cycles_blocking + LiveSession.run usavam target_start=floor(now) e cur+=5m sem clock_now_at_cycle_start nem validacao target<=clock. deadline.evaluate considerava apenas margin>0 (antes de N+1), sem checar target futuro nem latency negativa. Nenhum gate impedia PASS com tar
scripts/m5_sprint61_gate_runner.py: 256 [clock var             ] -::main | lines.append("- LIVE_CLOCK real precisa aguardar fronteiras M5 reais (600*0.5s max) — ambiente CI pode ter clock skew.")
scripts/m5_sprint62_gate_runner.py:  16 [timezone              ] -::- | from datetime import datetime, timezone
scripts/m5_sprint62_gate_runner.py:  97 [time.perf_counter     ] -::main | t0 = time.perf_counter()
scripts/m5_sprint62_gate_runner.py: 109 [time.perf_counter     ] -::main | elapsed = time.perf_counter() - t0
scripts/m5_sprint62_gate_runner.py: 319 [datetime.now          ] -::main | t = datetime.now(timezone.utc).isoformat()
scripts/m5_sprint62_gate_runner.py: 413 [clock var             ] -::main | if not s.get("all_target_candle_le_clock"): reasons.append("target > clock")
scripts/m5_sprint62_gate_runner.py: 422 [clock var             ] -::main | lines.append("- Clock skew do host (NTP) — validar UTC.")
scripts/m5_sprint63_gate_runner.py:  25 [timezone              ] -::- | from datetime import datetime, timezone
scripts/m5_sprint63_gate_runner.py: 345 [datetime.now          ] -::main | "created_at": datetime.now(timezone.utc).isoformat(),
scripts/m5_sprint63_gate_runner.py: 366 [datetime.now          ] -::main | fault_md = [f"# Fault Injection Report — {session_id}", "", f"Mode: {'quick' if args.quick else 'full'}  Baseline: m5s62-41db6545  Created: {datetime.now(timezone.utc).isoformat()}", "", "## Incidents", ""]
scripts/m5_sprint63_gate_runner.py: 427 [datetime.now          ] -::main | f"**Data:** {datetime.now(timezone.utc).isoformat()}",
scripts/m5_sprint63_gate_runner.py: 468 [clock var             ] -::main | lines += ["", f"## 8. Status final §17", f"**{final_status}**", "", "## 9. Riscos remanescentes", "- Broker/Yahoo disponibilidade (DATA_UNAVAILABLE -> NON_QUALIFYING).", "- Clock skew host (NTP) — validar UTC.", "- Sessao LIVE de 6 ciclos ~30min suscetivel a rede; recovery validado.", "- Nao habilit
scripts/m5_sprint64_gate_runner.py:  16 [timezone              ] -::- | from datetime import datetime, timezone
scripts/m5_sprint64_gate_runner.py: 109 [datetime.now          ] -::run_exec | target = floor_m5(datetime.now(timezone.utc))
scripts/m5_sprint64_gate_runner.py: 340 [datetime.now          ] -::main | f.write(f"**Data:** {datetime.now(timezone.utc).isoformat()}\n")
scripts/m5_sprint6_gate_runner.py:  17 [timezone              ] -::- | from datetime import datetime, timezone
scripts/m5_sprint6_gate_runner.py:  55 [time.perf_counter     ] -::main | t0 = time.perf_counter()
scripts/m5_sprint6_gate_runner.py:  65 [time.perf_counter     ] -::main | elapsed = time.perf_counter() - t0
scripts/m5_sprint6_gate_runner.py: 175 [clock var             ] -::main | # LIVE CLOCK
scripts/m5_sprint6_gate_runner.py: 215 [datetime.now          ] -::main | t = datetime.now(timezone.utc).isoformat()
scripts/m5_sprint6_gate_runner.py: 231 [sleep(                ] -::main | lines.append(f"- Scheduler: `M5Clock` alinhado a fronteira M5 (`floor_m5`/`ceil_m5` UTC), `max_concurrent_cycles=1` guard, sem `sleep(300)` acumulativo (§3,§5,§12).")
scripts/m5_sprint6_gate_runner.py: 347 [clock var             ] -::main | lines.append(f"- Clock class-level race em ReplayBatchProcessor paralelo (heranca B4-C1) — nao afeta live (replay nao usado nesta sessao).")
scripts/m5_true_parallel_equivalence.py:  19 [timezone              ] -::- | from datetime import datetime, timezone
scripts/m5_true_parallel_equivalence.py:  90 [datetime.now          ] -::- | "generated_at": datetime.now(timezone.utc).isoformat(),
scripts/m5_worker_benchmark.py:  29 [timezone              ] -::- | from datetime import datetime, timezone
scripts/m5_worker_benchmark.py:  50 [import time           ] -::run_one | import time as _t
scripts/m5_worker_benchmark.py:  84 [datetime.now          ] -::benchmark | print(f"BENCHMARK universe={universe_n} workers={w} executor={executor} @ {datetime.now(timezone.utc).isoformat()}")
scripts/m5_worker_benchmark.py: 186 [datetime.now          ] -::benchmark | "generated_at": datetime.now(timezone.utc).isoformat(),
